text,emoji
"LAND THAT I LOVE #GodBlessAmerica #America #Merica #Merica # #ShesAGrandOldFlag @ United…
",7
"If your in New Orleans make sure to stop by the drpn_donuts booth and say hi #eccneworleans…
",6
"We've been BESTIES since middle school and I will miss you everyday! Love you, CJ! @user
",0
"TONIGHT TONIGHT TONIGHT Join us for the community love fest known as 'Poetic Soul - The…
",3
"Fallon and I are binge watching fuller house.
",1
"• L O V E •~ ~ @ Chicago, Illinois
",0
"The end of a really fun trip to Cali @ San Diego Zoo
",9
"Studio sunsets @ Walt Disney Studios
",9
"Today was ""Lit"" @ Penn Highlands Community College
",3
"Celebrating #oktoberfest in #fivepoints #einprosit dingycurmudgeon…
",2
"In a Murphy sandwich @ OCNJ
",5
"Model: @user edit: @user @ Downtown Los Angeles
",2
"Tis the season @ State College, Pennsylvania
",8
"Nice start to the weekend so far! @ Mountain Grove at Citrus Plaza
",12
"Cheesecake stuffed French toast with mixed berries #itswhatsforbreakfast #cteats #ctfoodlovers…
",6
"My lil brother and his father at the graduation pinning #proudbromoment #imold @ Morgan Park…
",12
"Thankful that cheer camp is over and for all my new friends. @ The…
",0
"Cardinals we’ll ever be ️ @ Mizzou Tiger Stadium
",0
"Depressing day but looking forward to seeing my girls! #OnTheRoadAgain @ Cherry Grove Beach,…
",5
"Granny ️ @ Whyte Hotel Rooftop Bar
",0
"Guess what I did today @ Bi-State Justice Center
",7
"Somehow I'm taller than benaffleck ! Having fun with the justiceleague augmented reality…
",1
"Miss playing with these dudes on the reg @user #themattsmithneujazztrio…
",2
"Here is a photo of a tree stump surrounded by redwood trees - enjoy @ Kinsella Magnet School
",6
"First day of 16th grade!! This one's for you mammanewx @ University of Wisconsin-Madison
",13
"All smiles! #DJQuiz #TheHeavyHitterDJs #WhenItsDarkOut #TheLoyaltyClub @user @ Alliant…
",2
"One for now. Six for later. 8AM see you then. : @user @ Belle's Bagels
",2
"Mmmmmmm chillin don't look how I feel.. @ Gaithersburg,…
",5
"@user : Smooth Tour #youresosmooth #floridageorgialine #whitegirldancing #nellyfans @user
",0
"The only way to ring in the new year @ Disneyland
",6
"Bench what you squat #feelsgoodman #inthemaking #caffeinepods @user
",5
"Breakfast buffet. (@ Mixology Bar in El Paso, TX)
",6
"'Twas a good day with great friends @ Battle Creek, Michigan
",6
"Parisian vibes in New York City for day 2. I love a good statement sleeve. // : @user
",2
"Y'all Ain't Never Happy ""SMiLE"" Once In A While @ Denver, Colorado
",6
"ON THE FREEWAY JUST VIBIN !!!!!! #clickthelinkinmybio I DONT WRITE @ Montclair, California
",3
"Sometimes this is what behind the scenes looks like.... Candid moment captured by : __hbomb___…
",2
"Gambit and #noncompliant me! she won best female costume at #MidwestComicon! #cosplay #Iowa…
",6
"December specials This is not a drill! Come in this month and take advantage of these awesome…
",8
"dog's life is the only life to lead #mylifewithdogs ️ #simplyadorable #furryfamilymember @ Home…
",0
"Ready for the fourth?!! Pick up your tank while they last!!! @ Blade Craft Barber Academy
",6
"Thank you to walgreens and discover for a wonderful evening ️screening @user and…
",0
"""Style is a simple way of saying complicated things."" -Jean Cocteau Be conscious and unique in…
",4
"My beautiful girls @ Richard's Memorial Park
",0
"#Yo! Is that you? “Yep! Leaving work.” #Freedom #workflow #modelme #openforbookings LOL @user
",1
"My girls @ Magest of the Seas - Royal Caribbean International
",0
"After 7 straight days of working until after midnight, I'm ready for a break. @user
",2
"Fun tonight at the Santa Cruz Boardwalk with my daughter and grandson. #santacruz…
",5
"#727tour #727tourboston @ Blue Hills Bank Pavilion
",0
"Lucky Mike Doubles. . #steelhead #locked #oswegoriver #catchthedrift #ownerhooks #fisheveryday…
",3
"#RunTheJewels is fucking lit #RTJ #rtj3 @ Electric Factory
",3
"With zaddy @user @ Los Angeles Memorial Coliseum and Sports…
",5
"Merry Christmas family, friends, &amp; framily from my crew!…
",8
"Family is everything. I am so proud of my baby bro! This man isn't…
",11
"finally got some postcards from nancyjanerocks @ the Hubbard Cupboard
",0
"#majestic | 11.08.15 @ Griffith Observatory
",0
"I am aware and thought another psa announcement needed to be shared @ Broomfield, Colorado
",1
"Memories forever at age 3yrs old #pittsburgh #passion #bball #basketball #africa #europe…
",1
"Don't funnel tequila kids #SiestaKey #FL #SpringBreak2k16 @ Siesta…
",5
"Set a fire down in my soul #crsc16 @ Anderson University
",3
"These bunch! #friends #topgolf #loveyouall @ Top Golf Las Vegas
",0
"Reporting for duty @ Sadler Hall: Syracuse University
",13
"I want to wish a very blessed #veteransday to all the #veterans that served in our #military…
",7
"Dinner be4 Broadway ️ (@ Uncle Mario's in New York, NY)
",0
"On our way to the orchestra. I ️ this girl!!! @ Tampa, Florida
",0
"Saturday night was LIT w/them #chicoween2k17 @ Chico, California
",3
"It's goin down at The Libertine on 8/24 at 8 pm. High Level Ent. &amp; DJ Outta Pocket present …
",3
"Sweet love of mine @ Lake Havasu
",0
"Some photos from yesterday.#newpost #photography #picoftheday #potd #chicago #colorful…
",2
"every moment with him is magical. @ Cleveland Zoo and Rainforest
",4
"Decorating for the holidays #fulltimefamilies style #Airstream #liveriveted @ Mittry Lake Wildlife…
",13
"TimTam knows it's #cool to donate #spsgivesback @ SPS Commerce
",5
"Merry Christmas to all and to all a good night #lovewins #freelikeme @ Hope Ranch, California
",8
"Tastes like fall @user : madel_en @ The New York EDITION
",2
"not a care in the world @ Universal Studios Florida
",4
"‘Tis the season @ UNC Chapel Hill
",8
"I think Aubrey liked dessert the best #aubreyjameskale #newbie…
",1
"My neicey poo!! tay_from_the_trap @ Washington, District of Columbia
",13
"We participated in some Risky Business last night @ The Crofoot
",5
"We’re literally the cutest couple. @user #cute #boyfriend #chicago…
",0
"Scotchy boi #TruuScotchy #hustler #GetitLive #grind #cannabis #djs #tweet #listening #Lit…
",11
"If this is the last movie I see of 2015, cool w/ me. #lolcomedy…
",11
"Day 1: Twin Peaks, Castro, Dolores Park, Fisherman's Wharf.Happy holidays! #sanfrancisco…
",8
"""Build something 100 people love, not something 1 million people kind of like."" • In order to…
",11
"TBT with @user having some fun before the shoot for #forbes #30under30 #grooming…
",13
"You are the sunshine of my life... #concertswithJr @user #steviewonder @ Staples Center
",4
"Last night set from @user was !(shot for @user #northcoastmusicfestival…
",3
"AK REAL session ... Last night was lit #westcoast #russianrappergoingglobal #akreal…
",3
"Mike Da Monstaa - Running s**t Link in bio New mixtape coming @ Newport News, Virginia
",3
"Live at the @user babaphotography #discordantgeneration #rock #rocknroll #underground…
",2
"Kicking off the #newyear on the mountain with my #baebae #datenight @ Stevens Pass Mountain…
",0
"What makes you smile? We for #freshproduce! #nationalSMILEday #freshfromthegarden #peppers…
",12
"I can't help but hold a smile, it's the cure to life : @user @ Las Vegas, Nevada
",2
"DAKOTA here tonight! [THURSDAY]! Come hang and get a bunch of dances! littledakotaaa…
",13
"Snoopy looks sooo confused lol #confused #poodle #lovehimsomuch @user
",1
"a lilll clip from our nye bash, we danced the night away @ Charlotte, North Carolina
",0
"Already Love This New Job ... #FINALLY #wellnessCoach…
",1
"celebrating love. #happyanniversary #sixyears #september5 @ Ray's in the City
",0
"When you look outside your window and see this #southlaketahoe #sunset #fireinthesky…
",0
"Fixing my ride in D9 , highly recommend it. @ Ye Olde Bicycle Shoppe
",6
"Thanks @user for having me at the pop up at styled_seattle the other night @ Styled…
",4
"I am personally okay with this
",11
"A perfect morning for a nice unctuous breakfast....with Misa ️#avocadotoast #avocado…
",0
"Yooooo follow doatvrocks for the new Hip Hop on the web!!! New Shows Daily!!! #exclusive…
",3
"Happy 9th Wedding Anniversary Daddy and Mama! Love you both!! ️ ️ ️ @ Christ The King Baptist…
",0
"Feelin colossal at 230!!! Strength is now it's time to #Shred up an get summa ready! I love…
",11
"One more year with my Brother! Happy 2017 @ Toronto, Ontario
",12
"Either of y'all have any clue as to what's going on here?? …
",1
"Happy one year Modo! Thanks for keeping me sane and sweaty over the past year …
",3
"#dead #aminallovin #DesusandMero #shortywasntready @ Garment District, Manhattan
",1
"First show of tour and leave it to me to change the venue last minute! Our beloved halflounge…
",1
"Best night last night with our ladies. #ladiesholidaynightout #wearewestmeade @ Westmeade…
",4
"a few of my favorite things @ Expat
",4
"Didn't nobody really love me , so I got gangsta &amp; lost my heart
",11
"A pic for alyssaesqueda_ (Landon's request) @ Lake LBJ
",5
"The Mardi Gras party on the @user Dream as we sailed towards New…
",7
"Had a WONDERFUL day spending time with my family and celebrating this lovely lady's 90th birthday …
",6
"Good morning from Anjolie-Milan Anäīs Kabore-Battle and I ...her paparazzi. Lol @ BN Buttanutt…
",0
"Day with my boys ️ #MOA #nephews @ Mall of America
",0
"Look up to this girl so much, thanks for helping me with life. Lots of love @ North Dakota…
",0
"queue the star spangled banner @ Melges Performance Sailboats
",7
"birthday wishes #26 @ Del Frisco's Grille
",4
"Perfect day to shooting #chicago #willistower #rain #rainyday @ Willis Tower
",1
"Speed limit is 30, but we're about to hit #smoochandrelease #getreelbassfishing #guns…
",11
"I was on the leg machine and the 2 guys were surprised i could do 140 on it .
",1
"Memorial Day the kook way @ Seal Beach, California
",4
"Check out my Brother lukephout looking #dapperasfuck in his new #customtailoredsuit This King…
",5
"sun + skate ️ @ Venice Beach
",9
"We were looking today just like the temp! #hailstate @ Mississippi State University Davis Wade…
",11
"@user threw Lyric in the snow #dogsofinstagram…
",1
"My Family ️feeling so blessed to be able to have all my kids together ️ ️ ️ ️ @ ON YOUR FEET!…
",0
"Kicking off Fourth of July weekend in the Windy City @ Chicago River
",7
"Tassels in the hair and tassels on the clutch Fall in LOVE with The Diane COLLECTION…
",0
"Check it out I almost broke my leg at Hollywood high I'm fine tho lol #jaronsucks link in my…
",11
"be back soon : @user / @user @ Bank of America
",2
"I have such a bad attitude
",1
"I'm putting HIALEAH ON! @user @ Babcock Park
",11
"I think is funny @ Stockbridge, Georgia
",1
"We eating in.. to-go cup... DO THE MATH @ Waffle House
",5
"It's been four years since I've took a bathroom selfie here #bathroomselfie #uncghome #blackparty…
",13
"#ss also a very old pic back when I used to be a high schooler @ Wootton HS || chels_yeahhh…
",2
"Praying for all the victims of this TERRORIST attack. God bless all the injured, dead and…
",7
"What a year, what a year! #TBT #2017 ️ @ Far Southwest Side,…
",0
"My girls were on yesterday! @user @user &amp; marissapanasiti getting after it…
",3
"rath610 :: Pole Jam :: Reading, PA :: ............#brokengrammed…
",2
"Feelin' artsy @ LACMA Los Angeles County Museum of Art
",0
"Kap G though @user @ The Bat Cave
",3
"2016 @user covers are literally #crushingit #MensHealth @ Rodale Press
",3
"#RiseAndGrind Don't ever let the Fire burn out! Always Keep it lit! New EP with @user on…
",3
"Never give up!!!! @ Jenkins Love Shack
",11
"I love working down the street from here (at @user in San Antonio, TX)
",0
"I see people still worried about the wrong shit in life. Must be nice
",1
"Light Up Night! #feelingfestive #happywithfriends #missingDeclan…
",8
"Artists at work from painters to mixers...cuttin up that vinyl @user
",5
"Sweet SummerTime #bellafaye #savannahpaige @ Prosper, Texas
",0
"They are having a ball!!!! #lissashoutouts #lissanjfollowtrain #lissanjfeeds…
",6
"Goldiies @ The Merced County Fair
",4
": j_rouleau @ Swamp Meadow Bridge
",2
"Holly jolly ️ @ East Windsor
",0
"If this is you today expect a visit @ Twinsburg, Ohio
",1
"Gee, I've missed you @ Fairfield Plantation Resort
",0
"Lol people in my CJ class think I'm dumb because I always finish my tests in 20 minutes but I have a 98%
",1
"Zach when he comes home from work #dead. @ Cincinnati Zoo &amp; Botanical Garden
",1
"Coming this November #babyutz vans ryan_utz @ Gordon College
",2
"People who want ""winter boyfriends/girlfriends"" r u serious
",1
"Yountville during this Napa fire @ Bottega
",3
"I enjoy life I really be living it #Florida #MyRoom @ Ft Lauderdale
",11
"Cousin Chronicles with mg2010! When you and your ""little"" cousin are the same age. …
",1
"There's no one better than me in this suit game. : @user
",2
"Look at this winter wonderland... Merry Christmas everyone @ Indian Springs Metropark
",8
"With emilyvonberge_ getting drinks waiting #niykeeheaton @ Saint Andrew's Hall
",0
"Thank you vanguardloungelv for a fun night baby you killed it @user I love you!!! @ Vanguard…
",0
"I stole angelicasanchez1107 wig today at the photo shoot!!! #stillcute cammeron_macc in the…
",1
